date,month,day_of_year,mango_stage,stage_description,water_sensitivity,heat_sensitivity,disease_sensitivity,recommended_monitoring_focus
2026-05-11,5,131,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-12,5,132,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-13,5,133,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-14,5,134,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-15,5,135,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-16,5,136,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-17,5,137,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-18,5,138,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-19,5,139,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-20,5,140,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-21,5,141,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-22,5,142,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-23,5,143,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-24,5,144,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-25,5,145,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-26,5,146,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-27,5,147,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-28,5,148,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-29,5,149,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-30,5,150,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-05-31,5,151,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-01,6,152,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-02,6,153,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-03,6,154,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-04,6,155,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-05,6,156,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-06,6,157,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-07,6,158,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-08,6,159,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-09,6,160,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-10,6,161,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-11,6,162,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-12,6,163,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-13,6,164,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-14,6,165,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-15,6,166,Maturity / harvest,Fruit are reaching full size and ripening; harvest typically occurs during this window.,Medium,Medium,Low,Track fruit maturity indicators and plan harvest timing; avoid water stress that could affect final fruit quality.
2026-06-16,6,167,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-17,6,168,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-18,6,169,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-19,6,170,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-20,6,171,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-21,6,172,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-22,6,173,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-23,6,174,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-24,6,175,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-25,6,176,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-26,6,177,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-27,6,178,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-28,6,179,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-29,6,180,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
2026-06-30,6,181,Rest / vegetative phase,Post-harvest recovery and vegetative growth (new shoots/leaves); the tree is rebuilding reserves for the next flowering cycle.,Low,Low,Medium,Monitor vegetative flush health and watch for monsoon-season fungal/bacterial disease pressure.
